Obstacle Density;Mobility (m/s);Frequency (GHz);Transmit Power (dBm);Number of Antennas;Codebook Size;Bandwidth (MHz);Interference Level (dB);SIFT Keypoints;Beamforming Gain (dB);Latency (ms);Energy Consumption (kWh/Gb);Throughput (Mbps);Beam Training Time (s);SNR Improvement (dB);Processing Time (ms);Memory Usage (MB);Environment_Outdoor;Device Type_IoT Sensor;Device Type_Smartphone;Optimized
9;0.342287355;150;17.45189126;512;32;100;-60.07578785;273;10.67633284;6.437849319;0.044938927;203.8848046;0.13355836;13.32463002;3.348103528;460;False;True;False;0
7;0.453740486;150;16.94612908;512;128;200;-86.64173687;377;20.96831665;8.918668432;0.01908599;494.1376875;0.032817234;9.429229557;3.882681293;137;False;False;False;0
4;0.67595079;100;29.28780155;512;64;50;-87.77297785;433;23.07977644;3.921951405;0.010321275;858.2302344;0.01107597;7.965468328;2.687622225;485;True;False;False;1
5;0.752899984;100;26.29752164;512;128;400;-88.63389645;468;11.47086773;4.566119721;0.029683268;636.9772649;0.019838854;10.46094308;4.381152432;330;False;False;True;0
1;2.551848174;60;30.81042959;64;128;50;-83.03813297;478;16.54452136;4.659629658;0.031254433;752.0125393;0.184068347;15.00454294;3.785383824;323;False;True;False;1
1;1.683668365;150;34.38682571;512;32;200;-75.09006402;241;24.43454475;6.047311076;0.018050015;266.7412199;0.182608068;11.70592333;4.08501245;185;True;True;False;0
3;1.570172734;150;21.85410741;256;256;200;-78.0666114;143;22.51207991;3.055680654;0.021386976;967.9039914;0.052906634;19.0108973;4.169949689;383;True;False;False;1
8;0.344306616;60;11.66734704;128;256;50;-89.08634006;243;17.34556048;8.399900398;0.040606126;463.6724765;0.113941631;17.81330514;1.368280183;350;False;False;False;0
2;2.58041908;28;11.20230776;256;32;200;-93.4774295;452;21.43856669;3.660420498;0.02881389;688.2719704;0.19145537;6.536009239;1.222563091;496;False;True;False;1
4;2.16844291;150;17.39162598;512;32;100;-99.37110938;432;22.50066437;7.348264218;0.022694163;116.9850291;0.104374165;6.972878358;4.203943474;307;False;False;True;0
2;0.203005086;150;33.31361473;64;32;100;-92.30183807;495;15.22040445;5.618941676;0.034905041;214.587336;0.084779786;15.14358778;2.037536084;489;True;False;False;0
5;2.123505292;28;23.08032637;512;32;50;-64.73218149;154;23.38229375;6.27307843;0.03611039;803.8308429;0.101817252;8.46152585;3.32787923;162;True;False;True;0
9;1.630614652;150;16.7946629;128;32;100;-87.81807153;406;17.0570998;2.616478649;0.040775831;971.172501;0.160140995;16.86544816;2.774843421;486;True;False;True;1
1;0.245176037;150;19.97916986;256;64;100;-76.56990949;457;17.91711045;7.615208784;0.016268372;388.0498195;0.10068275;13.87037213;1.088156815;230;True;False;False;0
5;1.374901925;28;24.96487769;128;128;400;-70.43494255;260;24.99561457;2.697584671;0.03966069;133.4626614;0.158822759;8.447457916;1.161125033;288;False;False;True;0
9;1.454088861;28;26.32374145;128;128;50;-55.65795486;384;22.64954449;2.021262739;0.033977136;424.7799418;0.092022515;12.18030196;4.308500969;327;True;False;True;0
1;0.49732362;100;13.84798774;128;128;200;-55.55724508;424;15.42655009;5.920115499;0.012302875;115.7213173;0.057881078;11.09114439;3.430710246;287;True;True;False;0
9;2.837094441;60;34.42579191;256;256;50;-62.71331332;297;10.15518395;7.383674232;0.041097825;273.135783;0.072029819;18.09739039;3.095372315;310;True;False;True;0
8;2.549926114;60;23.61930567;512;64;100;-98.2421504;258;19.39261111;1.450322528;0.025323211;777.2248135;0.024786458;5.482437125;4.777408334;480;True;True;False;1
4;2.007067012;28;13.39220794;128;128;400;-71.24647905;179;20.55870139;1.624557834;0.023215237;943.3795583;0.104502417;18.43765836;1.692460104;263;True;False;False;1
5;1.386886683;28;32.34088133;256;256;50;-60.67082646;130;19.76204035;8.224112464;0.027923006;178.7041759;0.038141076;14.78124024;2.031883359;353;False;False;False;0
5;1.235296625;150;11.86596078;64;64;50;-99.13559776;211;24.51793527;8.281294296;0.023847003;602.1107009;0.164193931;16.06307281;4.026956313;370;False;True;False;0
6;1.952920401;100;32.69338583;256;64;100;-72.51576932;145;22.94456541;3.207742454;0.023531424;328.4927615;0.089912209;5.039111951;4.100940912;233;True;False;False;0
7;1.636295608;100;34.91414141;64;256;100;-57.11179271;452;16.7324754;6.537053825;0.042323107;225.1532132;0.155350442;14.42359151;2.619588786;198;False;False;True;0
8;0.186819318;28;27.51079498;256;64;50;-76.29489621;304;10.94286231;4.988620676;0.01498021;297.0822069;0.191347481;13.82729246;4.803913739;204;True;False;True;0
8;1.537507946;150;29.26118053;512;256;100;-99.79468986;151;17.14088154;6.694264373;0.048824003;619.9867607;0.17140081;13.05808335;4.753018311;181;True;False;True;0
2;2.419210852;150;18.43257091;128;128;100;-99.44933208;237;20.3386603;8.765913557;0.032197266;158.6210513;0.190778099;16.78800285;1.04963886;404;False;False;False;0
9;1.377719633;60;33.53942132;512;256;100;-79.16819813;173;19.11564712;1.718707821;0.01731696;490.7967366;0.11790794;13.33806645;1.689311609;238;False;False;True;0
7;0.155869733;60;23.24284915;256;64;100;-92.24956663;140;18.07205602;8.001859834;0.015248619;221.7050659;0.041411642;17.85645784;4.280877767;351;True;False;False;0
4;2.358834598;150;28.30971116;128;128;100;-66.77746715;176;17.03228437;5.437261941;0.033660381;345.4093472;0.187725231;8.489472296;2.340866739;202;True;False;True;0
4;0.604091346;60;33.1026929;64;128;400;-64.56003675;486;14.4064281;6.077142494;0.035319978;271.6788968;0.175015834;17.08973883;1.381850715;141;True;True;False;0
8;0.775862505;28;34.3794994;256;32;100;-91.10601023;286;14.16020143;6.88538224;0.012121031;894.6779498;0.174238468;7.689691592;4.139996698;385;False;False;False;0
4;0.49411906;150;30.83010891;128;32;200;-55.57333557;469;17.50347218;9.303608342;0.019720077;737.2101978;0.141722141;17.19676688;2.818334022;316;True;False;False;0
6;0.990645195;60;17.57543767;64;64;50;-77.90460775;151;12.4090472;1.510479582;0.041818477;881.6163211;0.12873409;19.10695278;2.969643147;491;True;False;True;0
5;2.270254517;100;34.16368791;64;256;400;-92.85770462;186;15.11028135;1.265287169;0.011984985;445.1165511;0.012797539;10.03541213;1.745477555;366;True;False;False;0
3;1.558157579;150;25.70298828;512;256;400;-61.7874201;208;14.85968912;2.604356033;0.044203547;382.0720284;0.152130273;12.94829471;3.643580216;461;False;False;False;0
2;0.614643822;150;33.26606191;256;64;100;-60.501275;496;18.80699202;9.878029534;0.036326499;442.5284754;0.027391672;14.87493534;3.204965272;431;True;True;False;0
9;2.633490234;100;26.90262565;64;128;50;-68.03522637;324;11.00023451;7.435687306;0.02737693;116.6933762;0.059352678;6.192074988;1.826691751;218;True;True;False;0
9;2.638745565;28;17.68097405;128;64;200;-57.32672234;347;22.4450302;6.531770071;0.023857314;752.2338476;0.114783156;12.41121077;2.361326034;311;False;False;True;0
1;2.611735275;100;19.2506131;64;64;100;-63.1313514;168;18.43567571;1.423351481;0.010769959;414.7952112;0.095829191;10.40877465;3.387517149;144;True;True;False;0
3;0.716388634;150;23.76179443;64;128;50;-55.88971314;219;20.06240021;8.911992015;0.043008598;381.9914232;0.012997134;18.08683447;4.699489022;139;True;False;True;0
8;1.353718033;28;29.75037104;512;256;100;-78.30559758;166;20.54640856;8.31481168;0.015708874;638.3269588;0.166557161;18.15019278;4.681505401;293;False;False;True;0
6;2.954968968;60;17.94956378;512;64;100;-62.6201436;160;14.37226205;6.983200395;0.02238168;492.6249205;0.176972182;15.51169309;2.151623618;273;True;False;True;0
5;2.316037429;60;24.49327915;128;256;100;-50.01242183;426;17.05557351;4.052177339;0.032764279;982.7590314;0.139555859;14.83586712;3.942483911;409;False;False;False;1
5;0.081502264;60;18.64062484;512;64;100;-63.75344012;290;24.34368934;1.6345446;0.019839704;420.6277386;0.112802893;16.00532689;4.102076322;164;False;True;False;0
6;0.195613774;150;30.39423512;64;128;100;-94.29081099;288;21.50057857;6.220346391;0.029885619;652.506258;0.192540189;10.48980352;4.2352924;197;True;False;True;0
7;1.39179413;100;21.66820234;64;128;100;-74.08406388;250;24.54335313;7.477251143;0.042373713;380.4859905;0.032791679;11.0677887;3.283049139;296;True;True;False;0
1;2.727660618;28;11.91807067;512;32;100;-70.63261044;385;21.19381518;1.848163154;0.028821517;991.5354822;0.15020291;13.30557084;1.042031992;462;True;False;True;1
9;1.616105394;60;14.15131304;64;128;200;-91.28946625;195;12.6340021;6.703908938;0.047959094;500.5999312;0.034388516;19.07042191;4.046705142;297;True;True;False;0
3;1.493437524;28;11.52761669;64;32;400;-51.85541829;411;10.96803826;3.577294611;0.043900025;670.7159298;0.082550512;15.85999811;1.426389799;380;False;True;False;0
4;0.3164211;150;22.48257365;128;64;200;-91.22101112;408;18.66492155;7.878197991;0.023321569;214.0495039;0.121242057;13.26483867;1.467485545;473;True;False;True;0
1;1.970340314;60;12.65843243;512;256;100;-91.12210401;362;15.3671992;5.856542655;0.025998485;759.7217934;0.150046661;16.55619522;3.422499211;424;False;False;False;0
3;2.466309482;150;12.85349923;64;128;100;-54.2416431;196;14.13186865;2.16133109;0.026933069;342.2890521;0.010706059;10.56335468;4.934082084;269;True;True;False;0
2;1.141260023;100;33.5262065;512;128;200;-76.73972834;212;22.10816495;5.73867503;0.035047178;503.7519275;0.059513598;15.95700052;1.970157893;400;True;False;False;0
2;2.326835553;150;31.8163768;128;128;200;-96.84058604;224;15.50489901;4.56163177;0.021471829;894.8197561;0.112258074;11.16014372;3.58324352;352;True;False;False;1
1;2.893429962;150;21.30216492;512;64;400;-70.090625;231;14.75501455;2.623203715;0.048769966;973.4972634;0.111245999;9.194921105;2.214614583;310;False;False;True;0
8;0.611299377;100;34.64513302;64;32;200;-69.90868257;220;22.7498139;8.573641517;0.034347369;482.1148917;0.131149023;14.14586071;4.594904454;348;True;False;True;0
3;1.569988894;28;10.0046632;512;64;400;-96.77496207;296;22.69431005;1.099256036;0.025976066;851.3224012;0.06773218;15.30316339;3.374067568;180;True;False;True;1
3;0.861413874;100;25.34948641;64;256;100;-51.37387522;393;15.34549957;3.809154492;0.035800393;148.0140951;0.112700558;11.88940342;1.829909311;245;True;True;False;0
6;2.378563257;100;25.41070443;64;64;50;-72.79850174;221;22.48748051;1.113355344;0.0258162;862.8166268;0.046059488;13.48251097;2.048524202;492;True;False;True;1
8;1.732780098;150;21.4360764;64;256;50;-72.01021389;381;22.76167735;1.864062519;0.042711827;666.5592899;0.045505721;15.41099112;2.729922922;286;False;False;True;1
9;1.903747253;28;19.92369932;128;128;50;-73.99422927;484;16.35895803;3.673865973;0.032713638;539.8355516;0.119547153;16.51565077;1.488174248;263;True;True;False;1
9;2.393742479;60;21.38457839;512;256;50;-69.46341102;359;10.99709695;1.488440669;0.01167882;900.9673346;0.140239791;18.43357219;1.314933473;204;False;True;False;0
4;1.187911418;100;20.3740109;128;256;100;-86.78501236;138;10.02376967;6.369674791;0.017070275;860.8035003;0.032875994;10.31816309;3.720245583;463;False;False;True;0
5;2.745270205;28;28.26231194;512;32;50;-85.6379326;153;17.84938694;1.781766172;0.044599759;367.2505864;0.033330081;19.27215879;2.628660248;172;False;False;True;0
2;1.599086602;100;13.38388587;128;256;200;-74.43304551;260;15.1611324;7.315422707;0.032515993;812.3395441;0.117407511;14.55919715;3.904903167;145;False;False;True;0
9;0.473864469;100;14.94098051;256;256;200;-59.66570726;388;24.95697841;1.473779014;0.048013739;189.5418403;0.061318193;16.81552824;1.440232802;482;False;False;True;0
8;2.087697355;100;14.51295571;64;64;50;-97.50677118;299;21.58616499;1.533780053;0.012896893;840.4875419;0.084555829;15.49653565;3.439462192;332;False;False;False;1
3;2.379784051;100;16.56176463;64;128;200;-69.82978939;375;21.41913185;3.747933091;0.021810425;707.9100562;0.086142205;8.08357588;2.773227173;451;True;False;False;1
9;0.950285031;150;23.13146047;128;64;400;-59.66109287;115;24.32864152;9.069143725;0.017741735;179.0796978;0.043925043;6.071575745;1.231994618;210;False;False;True;0
3;2.571537771;28;12.78021868;256;64;100;-92.1541364;272;23.31586597;6.772539239;0.032153612;714.7721561;0.01024978;15.89429696;3.179207913;177;False;False;False;0
9;2.718429764;28;31.70423238;64;128;50;-99.2488729;347;14.77281219;7.931181627;0.025311713;622.467349;0.172098844;12.66579002;1.331217099;408;False;True;False;0
2;0.830713462;28;17.43403828;512;128;50;-84.36433524;482;12.48980832;2.273968985;0.016290941;635.095091;0.145850374;15.53320053;4.310878991;293;True;False;False;0
9;2.950564418;100;14.06344969;128;256;100;-70.59281466;317;21.18838398;8.507128899;0.035710077;361.7775416;0.141202326;12.15264206;3.527829862;370;True;False;False;0
8;0.422134584;150;26.89053274;64;256;200;-93.08584133;186;15.67410841;1.073316234;0.031451935;339.84748;0.113835976;9.683517806;3.227870135;504;False;False;True;0
9;0.606047005;100;10.95215751;64;32;100;-78.69388145;181;17.09758977;2.917516157;0.02098945;786.2816008;0.143184234;9.275268639;1.533876018;291;True;False;False;1
5;0.552674518;100;25.49921412;128;64;100;-72.38392513;161;19.45596597;6.54483089;0.029190854;331.1321329;0.187780792;15.95798196;2.149828454;451;False;False;False;0
2;2.68196913;28;27.45496077;128;128;200;-70.05584526;386;23.61809015;4.377217677;0.039829533;501.6360266;0.13647801;9.151701222;2.971503589;183;False;False;False;1
8;1.962877657;100;15.37291328;512;256;100;-86.27941395;141;16.28631631;9.857740525;0.018210867;725.3100987;0.060367366;15.72015306;3.533134055;166;True;False;False;0
6;0.45631285;60;11.04910184;512;128;200;-79.9985182;111;21.74975335;1.273053221;0.02171623;171.6546262;0.11840641;10.75940189;1.732922875;446;False;True;False;0
8;1.320970255;100;19.09113397;64;256;200;-61.08303855;420;14.02509687;9.987383511;0.023844439;635.0935444;0.094041637;16.56347606;1.035465113;255;True;False;True;0
5;1.845894075;60;12.46485576;64;32;100;-52.93926529;333;20.46957686;6.612650496;0.039869057;630.4387354;0.115719635;7.142148887;2.379040749;249;True;False;True;0
2;0.250392255;100;12.91194624;128;32;400;-56.90598344;428;10.02369132;6.028362951;0.043876904;715.8058398;0.108345991;8.074699148;2.931485818;374;False;True;False;0
6;2.647249105;150;16.35653079;64;128;200;-71.78582491;230;23.0726082;1.535611983;0.02505554;432.9352858;0.173167304;15.28867409;1.737734022;313;False;False;False;0
5;2.410810606;150;17.38669812;64;32;100;-79.48535985;214;10.4556937;3.45995989;0.021864834;504.0817967;0.13384202;13.4034668;2.968662023;335;True;True;False;0
5;1.515620321;28;23.24925853;128;128;200;-83.35216928;317;20.69130632;9.321964195;0.04557787;396.9723826;0.045864111;8.058175139;2.353943434;442;False;False;False;0
1;2.901379846;100;26.95979714;64;256;400;-93.7521717;236;10.69387284;4.188214029;0.049974597;827.3514225;0.021973188;18.54240518;2.820358664;431;False;True;False;0
2;1.253282938;60;24.81927352;64;64;400;-94.67243764;205;13.99368549;6.954878804;0.036814146;217.549684;0.09062912;9.139162211;2.389831002;366;False;False;True;0
8;2.952330957;60;13.70900843;256;32;50;-65.58211875;278;17.45803605;9.995467154;0.049599225;966.6585582;0.012966018;11.31607097;3.513871399;342;True;False;True;0
3;2.003759996;100;14.30215081;512;256;200;-87.01027919;115;16.29908028;3.367627425;0.036398651;671.3525404;0.070476503;8.034319128;1.171588044;419;True;False;True;1
3;1.90401382;60;31.96923124;128;64;200;-87.26691568;341;12.87754172;6.184727911;0.039338411;898.216052;0.079924079;10.82041428;1.68362116;351;False;False;False;0
8;0.497864686;150;23.95880788;256;64;100;-50.09024728;433;15.00722368;7.267940134;0.02554624;483.6083124;0.081361886;12.37470125;2.731003476;215;True;False;False;0
8;2.645783275;60;31.74844582;512;64;200;-90.60370211;480;20.91559555;2.481645219;0.027318702;399.0511634;0.196076505;9.428705818;2.425186862;152;True;True;False;0
2;1.282469064;28;19.28866278;512;256;50;-92.59701203;486;20.03885639;2.338053073;0.015765427;910.6532291;0.067741167;16.5364051;2.566527824;347;True;True;False;1
8;0.486700217;150;25.36000019;512;256;400;-95.06573861;325;11.07721876;5.106771205;0.042910001;188.985726;0.060393224;10.90899468;4.21504278;402;True;False;True;0
1;0.03782256;150;23.0915854;256;128;400;-71.00973274;341;21.20973738;4.472312696;0.047242361;205.3965084;0.034582377;15.94265;4.545326633;262;True;False;False;0
6;1.679267051;150;17.97808725;256;64;50;-68.6068087;240;10.79568822;7.427938932;0.034937525;369.4120988;0.107091679;8.106082631;1.994675134;360;False;True;False;0
8;1.582198866;100;21.7478843;512;64;200;-81.73860369;485;18.14389584;1.625578943;0.023745892;963.7974836;0.039198118;10.65553245;4.345564241;193;False;False;False;1
3;2.158060867;100;22.56227192;64;64;200;-73.22933322;298;13.90094122;9.749499614;0.016160653;669.7617489;0.127095995;5.120874333;2.835159461;207;False;False;False;0
8;2.670774159;150;15.01927437;64;128;50;-60.58002345;211;18.81535191;1.128492835;0.020606249;598.774327;0.039480358;16.37956376;2.095282477;382;True;False;True;1
1;0.238219754;100;17.87525931;256;64;100;-59.09479158;226;13.91992594;6.411851419;0.020216417;734.8207027;0.11956793;14.38829966;4.941824284;252;True;False;True;0
9;2.194489471;60;29.78524376;256;256;400;-52.10439621;120;24.77436954;6.063693363;0.034541115;475.7271005;0.166991155;17.26734987;4.299207166;273;False;False;False;0
9;0.562235832;100;32.89470599;256;64;50;-58.7866007;246;14.64592276;2.212441578;0.047801499;782.2661513;0.01807968;11.83416182;4.977013276;230;True;False;False;0
5;2.574531159;100;18.99485234;512;32;50;-71.75792816;188;13.62940954;2.358243844;0.011930875;453.9076282;0.089751925;16.99610966;1.672763138;510;False;False;False;0
4;2.457190542;150;17.67430706;64;256;200;-91.01715171;402;14.17697936;8.13409739;0.010040892;843.7268664;0.097599304;14.71373816;1.575370696;404;False;False;False;0
6;1.622381265;28;14.87992911;256;128;400;-95.01182211;302;23.44709286;8.988062126;0.034007278;340.5655739;0.160303707;5.054193988;3.013511812;509;False;False;True;0
7;2.130728396;28;26.96227922;256;64;200;-97.2744055;184;19.54328243;3.547152693;0.021362418;349.7919934;0.09890397;8.805414426;3.55457504;251;True;True;False;0
5;0.94305034;28;18.07749254;128;32;50;-66.67370841;266;20.96026146;4.941675676;0.045221934;570.1449749;0.117831799;12.40837028;1.68424037;394;True;False;True;1
9;1.413503697;60;34.69373848;512;128;100;-59.62318723;483;23.77015765;4.194955369;0.023090012;487.6850425;0.160328808;14.28031025;4.441722672;405;False;True;False;0
3;2.464910693;100;18.14212005;128;128;400;-74.56580247;171;23.67808727;1.652923117;0.021589504;683.3042599;0.116354114;5.98386297;3.128053915;238;False;False;False;1
7;1.377795592;28;19.85340117;64;256;50;-97.26429126;397;21.0841877;7.058838214;0.020780425;427.8616792;0.078076889;15.57619892;2.643767333;508;False;True;False;0
5;1.073394796;150;25.08335491;128;128;50;-73.22647127;108;12.96736643;8.426736413;0.015794113;307.4955842;0.026310033;13.15304146;3.408214692;440;False;False;True;0
7;1.482637342;28;30.04210733;128;128;100;-53.21253692;380;22.65059981;3.743914217;0.033261219;522.8277066;0.14868397;12.8866896;3.539814852;216;True;False;True;1
2;2.484747757;28;21.73796663;128;128;50;-70.11934045;357;13.05664051;9.911582143;0.016728544;604.8608495;0.175516249;9.380683371;1.171133124;285;True;False;False;0
4;1.005624142;100;20.56640084;512;128;50;-59.52862558;374;21.14348221;1.682664016;0.026985246;228.3400484;0.194312262;13.92234649;4.999570667;343;False;False;True;0
2;0.521284779;100;34.89094584;64;64;400;-59.99236758;337;20.284046;6.956116424;0.028438882;601.0467632;0.186053977;5.412393344;2.455678307;511;False;False;False;0
7;2.136042061;100;10.26234103;128;64;400;-53.39354501;119;21.38333275;5.034052131;0.010819682;387.3310347;0.161509403;5.970504958;1.246170588;428;True;False;True;0
2;2.477934638;60;32.37663222;512;64;400;-61.48856172;332;17.99028521;5.01941711;0.010672291;453.2066964;0.132259667;16.00805131;4.409292699;163;True;False;True;0
1;0.301912436;60;13.72852065;64;64;200;-62.6149743;320;19.58089273;5.118810544;0.030808508;351.3863162;0.158477428;9.828370138;4.972074717;214;False;False;False;0
9;0.719622338;28;29.64813191;256;32;100;-88.29486675;425;24.29980121;3.328135964;0.037841389;938.269295;0.092095905;10.20450613;4.265434037;245;False;True;False;1
1;0.425915969;100;25.448289;128;64;400;-97.00374223;116;11.51632891;7.440065446;0.047685699;715.0026532;0.123007481;8.125778049;4.407529959;455;False;False;True;0
8;1.043824235;28;18.54618214;64;128;200;-74.12002675;479;14.63270912;7.494188735;0.017164771;336.2142803;0.076252964;11.68431038;3.503740457;309;True;True;False;0
2;1.351052937;150;31.84687389;128;64;200;-93.7782896;188;19.1703552;3.541573991;0.014130352;680.5282011;0.072074751;5.779901471;4.689302313;195;True;False;True;1
8;2.246479011;150;10.3226807;256;64;100;-51.89020619;295;24.46081195;8.517758148;0.012083516;863.7151686;0.153771437;9.505448354;1.142954207;486;True;False;True;0
3;1.953442755;100;15.6672663;64;256;100;-85.50376187;449;11.43361671;3.851604493;0.027441663;461.4671875;0.096247229;12.90685883;4.066895452;286;False;False;True;0
6;1.862785702;100;24.17231991;512;128;50;-57.35278983;183;10.33823832;7.525838116;0.034925895;846.9617582;0.05031064;11.98447882;3.682840913;412;False;False;True;0
3;1.05712484;150;18.7885565;64;64;200;-80.61876874;486;10.83624398;2.088997908;0.043622134;238.9734499;0.048368251;19.99504465;1.198339882;291;True;True;False;0
7;2.524342659;100;25.25943738;512;64;400;-83.84028751;186;10.7860853;2.518314785;0.037305795;840.5032284;0.173242749;10.83146978;3.175894316;488;True;True;False;0
9;1.413861502;60;10.60275484;64;64;100;-53.24207138;406;23.61723787;3.842160801;0.018334432;586.2648184;0.138774494;10.80498589;3.060241383;200;False;False;True;1
2;2.937314814;60;12.91147326;512;32;200;-81.8338714;437;20.81886862;6.344863909;0.028470815;300.6770392;0.113748754;12.55372666;3.7661369;246;True;False;True;0
5;1.902426415;100;13.17740601;256;64;400;-80.48560457;253;20.15659549;6.809603369;0.046413854;466.4272461;0.08617836;7.854546654;1.310125646;468;True;True;False;0
6;0.378794225;150;14.73209115;256;256;200;-94.69541102;327;17.8385923;4.567205548;0.023069642;989.1936932;0.091855304;18.14456634;4.221115141;322;False;False;False;1
4;2.028532686;28;21.48328602;256;128;100;-66.47766674;363;21.72928925;1.700552378;0.029949215;805.200415;0.020912687;13.58401683;1.557613768;216;True;False;False;1
4;0.975312046;100;28.80321749;64;128;50;-85.55802928;322;12.33471989;4.362711869;0.048342613;617.5777252;0.096432928;7.881614588;2.674658454;472;False;True;False;0
4;2.05898159;100;32.63847095;256;64;200;-70.71979161;220;15.87911785;7.198907644;0.03938832;203.6475207;0.161136433;16.90162387;4.52515203;203;False;False;True;0
2;0.208923444;28;30.88431326;128;64;400;-70.4324148;272;17.35006376;7.03895915;0.039909615;476.0304246;0.083717431;5.514982567;3.242126422;348;False;False;True;0
4;0.524644312;100;14.92219679;256;64;100;-64.04001522;103;11.65614247;2.441767719;0.02009336;336.7463626;0.082880438;19.73846301;2.518363655;266;False;False;False;0
1;2.567211777;28;21.02876381;512;128;50;-62.73792569;441;16.29270564;1.070055732;0.026587925;163.9009716;0.012986151;17.97724002;1.192808968;499;False;False;False;0
6;0.681538671;150;14.98528994;512;128;400;-74.27737828;227;14.74752669;7.776834556;0.013293687;587.9839498;0.0969887;13.69459183;3.689094069;368;False;True;False;0
1;2.511123376;60;16.61179542;512;32;400;-83.45040262;209;10.53373219;1.957313497;0.034261035;900.2671299;0.014814154;6.669434941;4.946187061;281;False;False;False;0
6;0.837828265;150;22.58867454;64;256;400;-58.12745526;454;12.05103104;1.741142296;0.014149207;708.0398814;0.118366391;8.229091599;4.647185595;180;True;True;False;0
1;1.92864573;60;11.70272562;128;32;200;-84.50671753;136;21.46055235;1.024310952;0.043436383;324.7123492;0.106288843;9.191527555;3.86918431;269;False;False;False;0
6;2.082451721;28;15.45435824;256;256;100;-74.62454528;170;10.27056864;4.893411934;0.042582151;616.2261463;0.169601615;8.615476069;1.421171433;447;False;False;False;0
8;1.537964259;60;33.38445403;128;32;400;-79.93737084;388;24.01379949;5.529375108;0.031344204;948.910855;0.120538316;12.46280016;1.957760374;158;True;False;False;0
2;0.91593203;150;21.65290732;128;128;200;-57.2460807;130;11.29636949;6.738976415;0.015646641;750.6235476;0.071451198;19.16840555;1.747396078;350;True;False;True;0
2;0.637933129;60;21.13466315;512;32;100;-78.40407344;480;21.98857141;3.664574566;0.011023159;720.5265095;0.108083892;11.66258877;2.421846561;419;True;False;True;1
4;0.099568064;28;10.36417887;512;256;100;-80.69504056;367;23.47924811;7.393822447;0.041868347;971.3423496;0.142944208;14.92346852;1.942068911;393;False;False;True;0
3;0.911839204;60;16.18499368;512;64;200;-65.50881536;110;24.11703377;2.523986717;0.034005619;818.9859801;0.027853121;15.32874809;1.977757784;409;True;False;False;1
4;1.959488372;100;31.6573109;64;256;200;-69.87794451;443;23.01215535;8.487910478;0.038437185;222.9611888;0.128004077;18.07371088;3.466919742;403;False;True;False;0
7;2.814914455;150;14.11571071;128;64;400;-94.63765833;427;14.31325059;6.14663496;0.022152285;412.8715783;0.184158994;5.507319314;2.274810624;508;False;True;False;0
1;2.613613447;100;20.37812349;128;128;100;-74.59155968;131;14.99630697;6.25500841;0.03037931;968.6266307;0.066834756;11.06495089;3.708651506;171;False;True;False;0
6;2.29819433;28;10.35827265;64;256;50;-63.22608058;156;16.39818548;2.887978724;0.039886967;540.7348548;0.129058768;16.77102671;4.791558637;189;False;True;False;1
3;2.36534203;60;21.95838704;64;32;200;-50.39626177;265;12.08945034;1.666978744;0.028502532;200.4737008;0.166052596;17.22300522;3.553911666;328;True;False;True;0
7;1.99495471;100;10.52552767;64;256;100;-68.5426583;287;10.33408683;5.182523228;0.034055369;512.7443917;0.107243216;18.90998923;4.006626709;462;True;False;True;0
2;0.780860573;100;30.49023883;128;64;100;-81.48534668;441;23.03682421;6.540507567;0.04158913;727.2939107;0.146416111;15.5419154;4.006321661;136;False;False;False;0
2;2.721585092;60;30.62134419;128;128;400;-88.69242001;118;18.31193074;1.855418128;0.018608826;997.7933995;0.069091964;8.677309192;2.322811154;198;False;False;False;1
4;2.012196936;60;29.69355471;512;32;50;-56.35848829;215;19.13084413;9.554810271;0.012637156;391.5147849;0.068151106;12.58498615;1.059831978;217;False;True;False;0
1;1.681321893;150;17.08410172;512;256;400;-59.27173939;283;23.90482712;9.823729242;0.03127294;562.6781874;0.136840964;5.485179319;1.220191852;151;True;False;True;0
3;0.332968408;100;30.93093046;128;64;50;-88.30385896;369;19.97680267;5.909110259;0.012485031;891.7126342;0.144027686;14.70392512;2.128241004;267;False;True;False;0
9;1.341166631;100;23.57495332;512;32;50;-89.96839549;132;20.36280257;9.550622397;0.040662292;419.7404963;0.188031843;13.31442817;3.758172735;443;False;False;False;0
7;1.381074814;28;19.34520272;64;128;200;-64.24316116;109;21.80452973;2.615007138;0.038768458;198.3354009;0.052719329;15.00254421;4.626732555;467;True;False;False;0
7;2.593690829;150;25.63324899;256;32;100;-84.2523969;179;11.74522675;1.228786167;0.045268507;954.0422875;0.098961343;18.9521083;4.835193049;503;True;True;False;0
4;1.639944661;28;10.30852615;512;128;100;-84.68006008;291;15.4024323;1.354685818;0.035582484;539.596726;0.05759756;15.30914918;1.103394655;205;False;False;False;1
2;1.141201647;100;13.57402194;128;32;100;-92.38548765;419;24.52311892;6.287612315;0.012687903;552.5053397;0.025217511;9.806748956;4.960348983;341;True;True;False;0
4;2.930400986;28;28.55733845;512;256;50;-86.80122401;289;23.84395117;1.554776951;0.020126085;659.0801301;0.0866138;7.981049958;2.289988873;143;True;False;True;1
6;0.33216178;100;16.10404022;512;64;100;-78.62462212;167;23.26112944;9.626910461;0.042317274;103.1829613;0.081075342;17.8195431;4.371824913;156;False;True;False;0
